CLAVE,NOMBRE,DESCRIPCION,ICONO
FUT,Futbol,Deporte de equipo donde dos equipos de once jugadores compiten por meter el balon en la porteria contraria.,data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAABGdBTUEAAK/INwWK6QAAABl0RVh0U29mdHdhcmUAQWRvYmUgSW1hZ2VSZWFkeXHJZTwAAAIlSURBVDjLY/j//z8DJZiB6gY09895tGTDnv+tE+f+B/EnL1gHZofGpt4iyoCK5r5H63YcBmkAG5BRVPO/b/aK/0CDn+A1ICm75H/X9CX/azun/m+bNP+/iaUd2AAHN5//WSV1/wuqWsFiVvauyxWUVHkEhUWZwAYsWLOTo6i23aOpbzbYqYXVbf89/MP+u3gF/M8pa/gfm5b3PyKn6X/txGX/S1qmgOW4uXmq2NjZGcEGTJi7mmXKwvUPF63b9T+3vAmMqyeu+j9l+a7/fUu2/2qcvuF/be/8/9G5zf/DkwvBLmRmYXnAwMDADDYA6FxWkM3TFm/8n11a/x/k55Tc8v/RyTn/1bT0wDaCXAITj0svAOpi+AfErGAD0goqWf1CY35a2Dr99wqM+G9sYftfW9/4v6yC8lMRMXEDSRm5rWISUv+B/v4vKi75n5eP/z8jI+M7oAFM8ED0CYo6DAq4XYfP/F+15cD/7hnLQAG2AiSnqqmzorJlwv+1Ow6B5UAxwscveBglFtx8gv/kVzSDDQC66H98RuF/PWPzqyA5oM1XQTEAMiA1v+J/emH1fw5Orj8oBji6+/6HGQBTpKGt/1NRRZ1RQlr2HSjgYAaAwoKVle0/igHWjm7geAYlIJACUGDqGpn9B/qfX0lV4wrIAFAsweSAYYBqACiBGJhYggMP6Of/QJv/S8sq/AcGohTQv7c5ubj/A+MdFH2gGABj2mUmUjEAnjJojQ5aPHUAAAAASUVORK5CYII=
BKB,Baloncesto,Deporte de equipo en el cual dos conjuntos de cinco jugadores cada uno intentan anotar puntos en un aro elevado.,data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAABGdBTUEAAK/INwWK6QAAABl0RVh0U29mdHdhcmUAQWRvYmUgSW1hZ2VSZWFkeXHJZTwAAAHfSURBVDjLpZO9a5NhFMV/bxowYvNRjf1IoCDo0KFJBVHEVbeCi5N/gM6KruLi6KiDKA6KIC6CQwdtBxfRrUGHFlTQIlikjTFpkua55zo8r7aDipALd3keOOdwzrmJuzPMZF/cOPFXBMmRHJMTTJiJYCIEESy+ZQGqczPIDNxxd/AMDriBu+MSCkJmSA4CJ8Pym+UIIAs0177S3Wz9F3O+WGCiMrmjwM3pbrZ4fvo17kR237XAtcolRvdOA+L+9TscHB/HTGQAlLqwuHWbxa1b9JMVTBDSHRi82qijbgPXNsGEpx5kouYo+2jpI/3kCUudiwzUJBgMAoQAjf4ZFtZP0mq/x0xIYPJUQQoQLHAsX8fMeNk7y4DVCGKw0q7ytHmByx/u/lYgOVnJUbBomAa8azWYr5b50unRGZln48ccYzrH5/VTtHuTKIxQk8dUdgMEE/XyN2YPTFHJHaZWFPIan/KriEccqT5ExJi15FiwWCSTo+CYiYk9h5CL4NvIhSOmctOxCwgh3J3vauAWnc8GEzInt2+U3s1nuEWwmPlOByzthuSUSyV+XUDWTOAJxbEyhcJ+pPgxc/4KnbUFQOTKx3n74B5uQhI4JEkMMHl8ddZ3d/tfzH+aZNhrzDDk/ARfG6G/LNZPQgAAAABJRU5ErkJggg==
TEN,Tenis,Deporte que se practica con raquetas y una pelota en una cancha dividida por una red.,data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAABGdBTUEAAK/INwWK6QAAABl0RVh0U29mdHdhcmUAQWRvYmUgSW1hZ2VSZWFkeXHJZTwAAAJaSURBVDjLpVPNi1JRFP89v2f8RHHGaqOCJFNuohki+oBxE7Sp1oFQLXPXbqDFUG1btOgvyIKBoFmUixSJqERIzbFJ05lRpHn6xoYcP0af+nrnlmKBqzlwOPe+d3/nd37n3MtJkoSjmAJHNNVokcvlIoPBYFl29Pt9iKI49l6vN/Zut0sxGggE/ITjSIIMvqzRaGJ2u50d+t8mZarVasRiMZRKJX8wGIyyCmTG+xaLBTzPQ6vVjkGTQFpXKhWYTCa4XC4iXZE/R7lMJsPYbTYbGo3GP+WSFAJyHAelUsnYjUYj9Ho9wuEwCoWCX0XsVDpppUM6nY75iL3T6eDt86c4TL3E4VDeW0/h2t1V+Hw+ZLPZFRUxtVotCILAGkTA4XAIaibFr58i6Hx5hYEkQuKUaJYTePbkAW7cuceqpATLxEQbAsmSWMkKxZ8J86kI5ubdsJmNpBtmxzHUhTzMci8IqyJW0kpOCcgpAbGTGRxO3Axch35Gh4P6LlQGG16vr0P8O2qWYAQkkNfrZZGc5HzYrWEzGceZpSWYrHPY2cojJehwUv4/TkAToASj0Y36kE6nsbVdRHRmAfG195hVA8WDWTQlLRKJBKuaC4VCb2QtVyZuGYtCrcbGxVeraLfbOHf+AuYdDqy9CLFR0kj39oRv3LTHtPHw7DZ//KrzXVmD5q86qnIiYqSLptbqcem0HYvix/7Ux2SwnYjv72RQrvyA1WqF2+1mYI/HA3EwRHnzM/QmY0o1LYFkdd7mftYfFQvfbzX3qxflSg0kLZlMDip8fWNh0f6YszjyvwFmK4mzFto0SwAAAABJRU5ErkJggg==
NAT,Natacion,Deporte o actividad que consiste en desplazarse en el agua usando los brazos y las piernas.,data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAABGdBTUEAAK/INwWK6QAAABl0RVh0U29mdHdhcmUAQWRvYmUgSW1hZ2VSZWFkeXHJZTwAAAIxSURBVDjLpZNLiM5hFMZ/33+GPsMwI5SFcakxI9QIuZcyCyVKdpMdK9vJbcVOsrexEJGFUpRSiA3FjGsoU+65DZLxff/3dt5zLD5pyqQpp06nzuJ3nufUUzEz/qeax1oeOPfFsipRIGclihJEObVnTmVcgBCV9d0tiCpqINm4ODgyfgUuKTErX34IKRvTJjVRczp+QN0JURSfFMlGaC746WRsgB3c2/iiKpYES0I5fz8hGj4ZSZTqhMyIz/9QsKkXVKnkTCVnfj5SghguZFKGrsmPOLrqKi+vvZ+1oPfM8GhAYUlABAYHYOAOiFBzEZ+UMipZShY3X2Z1z0o0pX1/WwiRiggED0kgCT+CEZLigrK69SZz5q1g6uxlvHt6rv/Q5b7+d6IknwghUagPDQU+gPcQI7W64qMxxT6yrHqD1hlt5JFLdCzdxRba2bagj62LduLrnkLd78vhN0AEcYmYMiurV+hYsh38fe6ePsuUNsfE4ed8enGdKAFX9xRaNq7iXAOQElpXZuQnrOmItLaXaHgFpuTaAPM39tM5/Izkaw0FVrpRFhp2ipDo0fO0dfSg5WNMHct3dKHxA9XqEJ3d25j2dhBXBgotHaQEa9fB+g0gwubZt+juXExL61dMvkGliXsXhgBF/RAzF86l/c0DpsdI5XDvEdMkWBAsZSxl1vXdZ+Pu4zQVrzH5DoxObEHTpC4+P33ImZMnqIwV59vHln+1rC2mhqmOavszUcXM7v0CRRWCf6vfaXAAAAAASUVORK5CYII=
CIC,Ciclismo,Deporte que se practica con bicicleta en diferentes modalidades como ruta y montana.,data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAABGdBTUEAAK/INwWK6QAAABl0RVh0U29mdHdhcmUAQWRvYmUgSW1hZ2VSZWFkeXHJZTwAAAI3SURBVDjLpZPLa1NRFMZ/9/XYJLZpm0ewFqyKYkVEqOhCKIoLV24EwZU7/wAXbnXhA1wI4kIXRRe6EKG4sVhEqZIqSKW2QR8hTdI0+U7uvY/jIkkx1I07h8vAHOb7zne+MyMiwv9M6X/4/POH1pUCjQaNSKgiYqVVRQRRQLz3/k0Ew1MRCTl55NL2L+h0i/pdSKfT0u12o1wui6ZpYlmWuK4rrusKIGmaJuFwWILBoDy+fXd+gF7ISKViRb1eJ5lMsmfPXlKpFLlcDoBarYZlWRSLRUZHRymVSoyNjREKhXAcZz7gt+m3ZLNZADzP83a89263m3w+z/j4+PIjODs7y+DgoCcJBAKUSiWfRrBtG9u2GRsbY3h4mJ2ZDNUfUziOvTzANE1f4nkeBw4cYGJioheXpmlks1kikQipVIqRkRE+vB7n9MmTdDqdpQGBQABN0wiFQvT19REOhxkYGOhr293drZxMJnn8aIL7d29z4/oIR48dR9f1pQFjL0Zpe9+wjRamabBhwwY0TSOZTPLxTYmxF0+ZKU7w5u0blixf5vDBfcv34ezC5Y83CqrroSgKkXCE/fsPYBgGAD++NpYPyOVy3h0URUF1HCwRXNeh0Wws1aGYIUOapqMgKI6jFAoFP+DM2OV9lkinoWkqP+s1lP9gBkVRFEVR1NnZ2YPA+KOHj+4dP3HqQu/58+c9ACGVVlCUf5iAtKo86u3p9D3X++pYMnD16pVzoVDImCn+SAsICAYyv80pf0f/AH5TTzc08dUfAAAAAElFTkSuQmCC
VOL,Voleibol,Deporte donde dos equipos se enfrentan sobre un terreno de juego liso separados por una red central.,data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAABGdBTUEAAK/INwWK6QAAABl0RVh0U29mdHdhcmUAQWRvYmUgSW1hZ2VSZWFkeXHJZTwAAAG3SURBVDjLpZO7alZREEbXiSdqJJGIYKARguBbCGItomDnQ/gGNlqJYKUoWIiF2CgRQcEXEAWtRBAsvaVIJJfzO/MNrMy/D0YPUXDgY87M2tdasybnnOjV6vh+l5pTbRdPfe18t5rztXq+OjlYfarrq33V7apl1Y7qGdX56oLqNdWHPhfVs6qTHZFu0dLqgepHdWeNdEVx6Tui+lT1s0U5cQcdlxRdFe/Vm8VwqThZJCAHJxXHqiNqzqk+KDl3j6rHquPVu+pPPTt6F2d9/Suzt1BjwKbbFetvKmb5fAWYQLMjz/lHjPtPIbBi1DU6tko4XJxLUfXmYJMgEDiN7BJIYkcg+zuABFJ1QK1jKfqOOlod/n8H0Kbq8epx9WqxCdlmcBgcPNgEBKO+7f+Xt2tewjd5VbLEhaj+rq6WlG9jr+pGdakKsNdDr1T3qnPVQxn0dWxrQUBMnCx5N8b5y2rh5mV1s/q0ugjsZd0/3wP6hWhbeZP5Gh0gHFadqq5Wt4pgz+fTzDlxDZCJpceQuSfwYo4bqqdVgLs9A2zXYK8/CmIcNIFvKiY+VH2+D+h/tFuDvf4H7OWPgc/9s+gXoFdwZKSUeQQAAAAASUVORK5CYII=
YOG,Yoga,Practica que busca el equilibrio entre cuerpo y mente mediante posturas y respiracion.,data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAABGdBTUEAAK/INwWK6QAAABl0RVh0U29mdHdhcmUAQWRvYmUgSW1hZ2VSZWFkeXHJZTwAAAIrSURBVDjLpZPPaxNREMe/b9/u7CbZJJu0aSSlsQj+KAXxUC/iqUcPnvwLxJP/gAcPCp48efJW9OIfIAgeRPRQ0IogVLCtJmnappu02U027+3OvJnZXZukPVj6wsPM7Ly8z3wf3xFEhGMwOAL/x6DHOe51HeZvNaCqKvx+P8LhMKRPH9B9s4f6y9uqNTExhfmrs5gYH5f8fj+Gh4cRjx9lQojgwJQKoH2/iq6pY6R/AQDgnGO1UoaiKKNNUUbyfyuU2joFt2ux+M0YI+tXz+D2bO7AhLZvKfBVLf+Cm0yEiLBWrWJzcxOKopBdoMHbXfT7PdiWhb2dT5AkhgMT7IYK5ngYx4IhAAgEAkN+hmHANE2YpgnDMKDrOmzbHnJYloWurgP8FAgEg1C7uu/xS0tLWFxcHPq3trZQLBa9+b29vSGHpgFC2C54ACiKAmmaECIKw1eLfHH+FBRFGRYuBVBVFYQIuO0Dve5zBBLnfLt5BN6G+0ahui1s1VtYX1+HrusAfG84Ho+7DQ1BwnI8DAAwjEOoSggejyeEVuslvvs0tJo6uq0Kbt25h0wmg2QyiUgkAlmWsb+/j3w+j+3tbWxsbOD27du+kYmLE/z08kO0DLdlIJl6glgsBkIIfve8gmV1YBoaHMuA59zZeC6TTNxbqVT+BO9+KrxJjZ5yfun5D+hPfq/jzvwF3Jo5j1QqhWQyiVAo5L+oFxde8qtnkjx1Js3ThQv8fP4i5yx9An+w/yr4/Qd+A2E2OL4pjPDVAAAAAElFTkSuQmCC
BOX,Boxeo,Deporte de combate en el que dos contrincantes luchan utilizando unicamente sus punos con guantes.,data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAABGdBTUEAAK/INwWK6QAAABl0RVh0U29mdHdhcmUAQWRvYmUgSW1hZ2VSZWFkeXHJZTwAAAH5SURBVDjLpZPNi5JhGIef9/V9Pm3aJmshQYdCDx0KOkSH6BB0EqJTBP0BdeoQdO7UoU6dOkWHOnWKqEOHCDpEEUGQh0A/hBCMWl3NdXy+vvfp4MdMbpu6cPjg5n64H+7n4RFVZZm2d7vd3ev6bA2wvtN73+v1ftm6Nm1ubn5c1ecyXSqlePHqZT8ajR5wztFa4733CGEAmJubY3Nz887Ozs6t9fX1+ZSyAKCqnJyccHh4OL66uvqdiKCq+K9D5fqc82itcXJ6yuuH2/+A15+9aKiq+eGHXWRpaWl8Z2cH730lQOh7RIAPmFKB+YebrxDA7u7uXUNE+PLlK4YYjLOUUkL4z/pPA1XV+OePn+R5zpfPXxb28W5v7yIgkaqOqqql1hpjDaLV+lnAJEnQWo8OcxAC4KWaE60qLF+/RrMV8fDBfWZdw9c8J8kynp19rQBCX8kRY+3YFusq+fn9nKxoeH54SMtzqqjw8MF9ZvPTqCqKKh/e7RMsFhX4l28/Tk9n8/Pu9jYvX70aB+dVNaiq1R9+v/0IpJQSY+1Y5vPTgef5jy+vnrO2tsb+/j5d3/Ps6SOGwyEigtVakiTx7u5u/PjRw7G5XN1orXl3cPDB/5eFc86UE33v/d8AYy1CCJIkwVqL/71/wAXk/5fWvwF2dP/2u8FruwAAAABJRU5ErkJggg==
ATL,Atletismo,Conjunto de disciplinas deportivas que incluyen carreras saltos y lanzamientos.,data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAABGdBTUEAAK/INwWK6QAAABl0RVh0U29mdHdhcmUAQWRvYmUgSW1hZ2VSZWFkeXHJZTwAAAH/SURBVDjLpZPNi5JhGIef9/V9/BjjmI6OjoiQh8CDl+jQJegQdOgQdQo6RBBBJ+kPKIiCoEMQRIcgOkUdOkQQ0aWDhBCCh6JDH5Mm06jz4fvxPm/b0UxnmmkueOHhed7f/dzP/VwvopTiL9r/vfdP+X+Bnp5HexUKhY/t/QL4AXh7+/z58+fX7e0CAFVVGY/HFIvFe/1+v+04DkopPM9DCIH+/v2nfr//cmFhYbO7u3urubnZ3N7e7o/H479+fn7emE6nE13T/M+fP9Pf3//TdV2EEBBCVFQURfH6+/vfra6uvtjc3HwAcH5+/nJpaWkTqAP03r37j9bW1uYWFxfhcAQ+7qg5juPI+fl5VKtV0uk0o9HIL5fL0tra+hh4DRjxlM6Ojg5zcnIyBpzb9h8AKysr94AbwDPgJvDKdV2SySRSSsrlMs1NTWx8+8YqcAN4C0wBs8AYOAPUlFK2pmmVF0XR9dOnT9/V6/X5/Px8PB6PP85kMtqfP39ITU1x1dnZuR6Px+8PTNOSZ2dn3slkci+VSr1LJBK3zs7Opufm5ri4uOD09BS/349pmjXXddPBYHAoFAoNB4PBGaAKWICpAFopZc/OzjI1NUU0Gq0M/JqZpinP8zzHcV4DfcAG8BKoAr+BC8AWNUVVVUIhE03TGI/H7O3tVT/4AW11wKOvyeX/AAAAAElFTkSuQmCC
GIM,Gimnasia,Disciplina que involucra ejercicios de fuerza flexibilidad y coordinacion en aparatos o suelo.,data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAABGdBTUEAAK/INwWK6QAAABl0RVh0U29mdHdhcmUAQWRvYmUgSW1hZ2VSZWFkeXHJZTwAAAIQSURBVDjLpZPLS5RhFMZ/7/d9M+N4GW9jkqKZUZpWUBFRixYtXLSpRf0PLVq1qE0tCqF1i1pEEEFBCBFFBBGBRmplNo6X0dHxNs7M9/0uLQzNtBY9cDaH55zn4TmHV4wxbEYyNvnzf4Ft+/2ftsJX/wZCoeA1z/PurYfe3t7b/X7/ra3wNwWampquBIPBu8Fg8HRzc/OBubm5MyqfzyuRp7yxsbGzyuVy3++zWWu51tnZebWjo+NYR0fHyampqRNeqVSSiJA0TlNIJBKqVCrJ6OioWItqtSoigp+IRFTwezIBkMlklLW2zRURAXAcB9d1sasqXtWj6qmNg1bwN23y6JrjeV7d4ArW2oZdOBymq62NvPMNwcVxqvs05+LfCNdUSm1HRYhGo4Tz+f2FnQhS5FpXF+P7D7I3fIbLrfsp+ltJz8yxJ/abXUlhUTwGwyN0d3fjv+8YAz+e07I/SF/TCXY37sdzfyN5QT0PrbXu70n+AZ6vUvDXvBzj0YdRmqPCjniIlN/Hy+lZLne0E4tEAOwaCOi1oyMAeXGwvletvYZvHCY/1iSPh5mTfSwoJ5PRbPONjRz74PBcVN8DvjbDCLDg15gZVBVq+UaV59wiJ1vi/MpktNU09EuEu0CoYZyIZfkOXA+f8+f7FPr8ZOJT/u6J03nUZPeCa+A9r3UmLnxZEtVF4Dko+IY9sD7wL/ENp/6H23m9YdwAAAAASUVORK5CYII=
